sequence_id	accession	source_database	organism	taxonomy_id	type_label	entry_type	polyprotein_length	sequence_length	boundary_start	boundary_end	extraction_method	boundary_confidence	alignment_ref_coverage	alignment_identity	unknown_fraction	completeness	retain	retain_reason	exclude_reason	retrieval_date
G5D5E1|ambiguous|a89_local_alignment_provisional	G5D5E1	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2154	321	1105	1425	a89_local_alignment_provisional	provisional	1.0000	0.6667	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5DBU2|ambiguous|a89_local_alignment_provisional	G5DBU2	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	1955	322	1091	1412	a89_local_alignment_provisional	provisional	1.0000	0.7508	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5DBU3|ambiguous|a89_local_alignment_provisional	G5DBU3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2166	321	1105	1425	a89_local_alignment_provisional	provisional	1.0000	0.6572	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G5DC74|ambiguous|a89_local_alignment_provisional	G5DC74	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2099	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7094	0.0528	excluded	False		unknown_fraction_gt_0.05;ambiguous_type_label	2026-08-21
G8IJG1|ambiguous|a89_local_alignment_provisional	G8IJG1	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2125	321	1100	1420	a89_local_alignment_provisional	provisional	1.0000	0.6614	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IJH5|ambiguous|a89_local_alignment_provisional	G8IJH5	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2159	310	1097	1406	a89_local_alignment_provisional	provisional	0.9626	0.7540	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IQ62|ambiguous|a89_local_alignment_provisional	G8IQ62	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2157	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7227	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G8IQ67|ambiguous|a89_local_alignment_provisional	G8IQ67	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2111	321	1105	1425	a89_local_alignment_provisional	provisional	1.0000	0.9221	0.0436	excluded	False		ambiguous_type_label	2026-08-21
G8IQ79|ambiguous|a89_local_alignment_provisional	G8IQ79	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2060	322	1087	1408	a89_local_alignment_provisional	provisional	1.0000	0.7196	0.0000	excluded	False		ambiguous_type_label	2026-08-21
G9K144|ambiguous|a89_local_alignment_provisional	G9K144	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2156	321	1100	1420	a89_local_alignment_provisional	provisional	1.0000	0.6614	0.0000	excluded	False		ambiguous_type_label	2026-08-21
H9C6N3|ambiguous|a89_local_alignment_provisional	H9C6N3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2119	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7165	0.0000	excluded	False		ambiguous_type_label	2026-08-21
H9EHM2|ambiguous|a89_local_alignment_provisional	H9EHM2	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2154	322	1096	1417	a89_local_alignment_provisional	provisional	1.0000	0.7414	0.0000	excluded	False		ambiguous_type_label	2026-08-21
H9EHM3|ambiguous|a89_local_alignment_provisional	H9EHM3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2145	322	1095	1416	a89_local_alignment_provisional	provisional	1.0000	0.7438	0.0000	excluded	False		ambiguous_type_label	2026-08-21
H9EHM6|ambiguous|a89_local_alignment_provisional	H9EHM6	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2064	322	1097	1418	a89_local_alignment_provisional	provisional	1.0000	0.7414	0.0000	excluded	False		ambiguous_type_label	2026-08-21
H9X8C5|ambiguous|a89_local_alignment_provisional	H9X8C5	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2153	325	1096	1420	a89_local_alignment_provisional	provisional	1.0000	0.7227	0.0031	excluded	False		ambiguous_type_label	2026-08-21
I2CMI3|ambiguous|a89_local_alignment_provisional	I2CMI3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	1960	321	1105	1425	a89_local_alignment_provisional	provisional	1.0000	0.6572	0.0000	excluded	False		ambiguous_type_label	2026-08-21
I2CMI8|ambiguous|a89_local_alignment_provisional	I2CMI8	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2163	321	1106	1426	a89_local_alignment_provisional	provisional	1.0000	0.6520	0.0000	excluded	False		ambiguous_type_label	2026-08-21
I2CMJ3|ambiguous|a89_local_alignment_provisional	I2CMJ3	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	1946	321	1100	1420	a89_local_alignment_provisional	provisional	1.0000	0.9408	0.0062	excluded	False		ambiguous_type_label	2026-08-21
I3UJS5|ambiguous|a89_local_alignment_provisional	I3UJS5	UniProtKB	Rhinovirus A	147711	ambiguous	UniProtKB unreviewed (TrEMBL)	2161	321	1101	1421	a89_local_alignment_provisional	provisional	1.0000	0.9564	0.0000	excluded	False		ambiguous_type_label	2026-08-21
